"","group_agent","AI","Criteria","Citation","mean","standard_error","st_dev","difficulty_mean","st_dev_difficulty","standard_error_difficulty","Extractor"
"44","Human Assessor","Elicit","Context to Question","The reimplementation of the Ra'ui Coral reef mana",0.454545454545455,0.207304622745298,0.687551650952329,2.125,0.640869944461656,0.193229558654111,5
"45","Human Assessor","Elicit","Context to Question","_A SocialaEUREcological Systems Approach to Assessin",0.363636363636364,0.152120004824377,0.504524979109513,1.63636363636364,0.674199862463242,0.203278907045435,4
"46","Human Assessor","Elicit","Context to Question","_A network of small community-owned village fish re",0.454545454545455,0.157459164324443,0.522232967867094,2.09090909090909,1.04446593573419,0.314918328648887,3
"47","Human Assessor","Elicit","Context to Question","_Adaptive capacity of marine comanagement a compar",0.363636363636364,0.203278907045435,0.674199862463242,1.36363636363636,0.674199862463242,0.203278907045435,5
"48","Human Assessor","Elicit","Context to Question","_Community management yields positive impacts for c",0.181818181818182,0.226361810872522,0.750757193529548,1.625,0.744023809142845,0.224331619092529,4
"49","Human Assessor","Elicit","Context to Question","_Community-based management fails to halt declines",0.363636363636364,0.203278907045435,0.674199862463242,1.66666666666667,0.5,0.150755672288882,4
"50","Human Assessor","Elicit","Context to Question","_Community-based management of near-shore fisheries",0.454545454545455,0.207304622745298,0.687551650952329,1.7,0.483045891539648,0.145643816250884,4
"51","Human Assessor","Elicit","Context to Question","_Customary sea tenure in Oceania as a case of right",-0.0909090909090909,0.211253637065859,0.700649049745371,2,0.632455532033676,0.190692517849118,3
"52","Human Assessor","Elicit","Context to Question","_Dispersal of grouper larvae drives local resource",0.363636363636364,0.203278907045435,0.674199862463242,1.55555555555556,0.52704627669473,0.158910431540932,4
"53","Human Assessor","Elicit","Context to Question","_Evaluation of coral reef management effectiveness",0.363636363636364,0.203278907045435,0.674199862463242,1.81818181818182,0.981649817214043,0.295978556292722,3
"54","Human Assessor","Elicit","Context to Question","_Fishing dynamics associated with periodically harv",0.272727272727273,0.237061905643733,0.786245393106896,1.75,0.462910049886276,0.139572631559771,3
"55","Human Assessor","Elicit","Context to Question","_Fishing in the dark-local knowledge night spearfi",0.454545454545455,0.207304622745298,0.687551650952329,1.90909090909091,0.831209414593634,0.250619068219822,3
"56","Human Assessor","Elicit","Context to Question","_Livelihoods and fisheries governance in a contempo",0.363636363636364,0.203278907045435,0.674199862463242,1.75,0.886405260427918,0.267261241912424,4
"57","Human Assessor","Elicit","Context to Question","_Locally managed marine areas Implications for soc",0.363636363636364,0.203278907045435,0.674199862463242,1,0,0,5
"58","Human Assessor","Elicit","Context to Question","_Multiple drivers of local (non-) compliance in com",0.545454545454545,0.207304622745298,0.687551650952329,1.85714285714286,0.899735410842437,0.27128043348733,5
"59","Human Assessor","Elicit","Context to Question","_One size does not fit all Critical insights for e",0.181818181818182,0.226361810872522,0.750757193529548,2.28571428571429,0.755928946018454,0.227921152919276,5
"60","Human Assessor","Elicit","Context to Question","_Small-scale managed marine areas over time Develo",0.181818181818182,0.226361810872522,0.750757193529548,1.5,0.52704627669473,0.158910431540932,4
"61","Human Assessor","Elicit","Context to Question","_Social and economic challenges to community-based",0.454545454545455,0.157459164324443,0.522232967867094,1.9,0.737864787372622,0.222474604157305,4
"62","Human Assessor","Elicit","Context to Question","_Social attitudes towards marine resource managemen",0.181818181818182,0.263479577203444,0.873862897505303,1.44444444444444,0.52704627669473,0.158910431540932,4
"63","Human Assessor","Elicit","Context to Question","_The renaissance of community-based marine resource",0.272727272727273,0.194978278086611,0.646669790682863,1.7,0.483045891539648,0.145643816250884,5
"64","Human Assessor","Elicit","Context to Question","_Tracing innovation pathways behind fisheries co-ma",0.181818181818182,0.226361810872522,0.750757193529548,1.8,0.836660026534076,0.252262489554756,5
"65","Human Assessor","Elicit","Context to Question","__Community-based management of subsistence fisherie",0.454545454545455,0.207304622745298,0.687551650952329,1.33333333333333,0.5,0.150755672288882,3
"66","Human Assessor","Elicit","Context to Question","__Strengthening post-hoc analysis of community-basedp",0.636363636363636,0.152120004824377,0.504524979109513,1.63636363636364,0.674199862463242,0.203278907045435,4
"67","Human Assessor","Elicit","Response to Context","Centralised and community-based fisheries manageme",0.363636363636364,0.152120004824377,0.504524979109513,1.33333333333333,0.5,0.150755672288882,3
"68","Human Assessor","Elicit","Response to Context","Community-based fishery management - towards restoration of traditional",0.454545454545455,0.157459164324443,0.522232967867094,1.14285714285714,0.377964473009227,0.113960576459638,3
"69","Human Assessor","Elicit","Response to Context","Effectiveness of village-based marine reserves on",0.636363636363636,0.152120004824377,0.504524979109513,1.11111111111111,0.333333333333333,0.100503781525921,3
"70","Human Assessor","Elicit","Response to Context","Effects of small Fijian community-based marine pr",0.454545454545455,0.207304622745298,0.687551650952329,1.66666666666667,0.577350269189626,0.174077655955698,5
"71","Human Assessor","Elicit","Response to Context","Evaluation of the effectiveness of three underwate",0.454545454545455,0.24729946379519,0.820199532264724,1.33333333333333,0.5,0.150755672288882,5
"72","Human Assessor","Elicit","Response to Context","Indicators of coral reef ecosystem recovery follow",0.363636363636364,0.203278907045435,0.674199862463242,1.625,0.744023809142845,0.224331619092529,4
"73","Human Assessor","Elicit","Response to Context","Indigenous Resource Management and Sustainable Dev",0.636363636363636,0.152120004824377,0.504524979109513,1.55555555555556,0.52704627669473,0.158910431540932,4
"74","Human Assessor","Elicit","Response to Context","Indigenous knowledge and long-term ecological chan",0.363636363636364,0.278721994850107,0.924416277737175,1,0,0,3
"75","Human Assessor","Elicit","Response to Context","Predicting impact to assess the efficacy of commun",0.363636363636364,0.152120004824377,0.504524979109513,1.5,0.547722557505166,0.165144564768954,4
"76","Human Assessor","Elicit","Response to Context","Sustainable financing of a national Marine Protect",0.454545454545455,0.207304622745298,0.687551650952329,1.5,0.707106781186548,0.21320071635561,5
"77","Human Assessor","Elicit","Response to Context","The reimplementation of the Ra'ui Coral reef mana",0.545454545454545,0.157459164324443,0.522232967867094,2.125,0.640869944461656,0.193229558654111,5
"78","Human Assessor","Elicit","Response to Context","_A SocialaEUREcological Systems Approach to Assessin",0.727272727272727,0.140835758043906,0.467099366496914,1.63636363636364,0.674199862463242,0.203278907045435,4
"79","Human Assessor","Elicit","Response to Context","_A network of small community-owned village fish re",0.545454545454545,0.157459164324443,0.522232967867094,2.09090909090909,1.04446593573419,0.314918328648887,3
"80","Human Assessor","Elicit","Response to Context","_Adaptive capacity of marine comanagement a compar",0.454545454545455,0.24729946379519,0.820199532264724,1.36363636363636,0.674199862463242,0.203278907045435,5
"81","Human Assessor","Elicit","Response to Context","_Community management yields positive impacts for c",0.454545454545455,0.157459164324443,0.522232967867094,1.625,0.744023809142845,0.224331619092529,4
"82","Human Assessor","Elicit","Response to Context","_Community-based management fails to halt declines",0.545454545454545,0.207304622745298,0.687551650952329,1.66666666666667,0.5,0.150755672288882,4
"83","Human Assessor","Elicit","Response to Context","_Community-based management of near-shore fisheries",0.545454545454545,0.157459164324443,0.522232967867094,1.7,0.483045891539648,0.145643816250884,4
"84","Human Assessor","Elicit","Response to Context","_Customary sea tenure in Oceania as a case of right",0.545454545454545,0.157459164324443,0.522232967867094,2,0.632455532033676,0.190692517849118,3
"85","Human Assessor","Elicit","Response to Context","_Dispersal of grouper larvae drives local resource",0.454545454545455,0.157459164324443,0.522232967867094,1.55555555555556,0.52704627669473,0.158910431540932,4
"86","Human Assessor","Elicit","Response to Context","_Evaluation of coral reef management effectiveness",0.636363636363636,0.152120004824377,0.504524979109513,1.81818181818182,0.981649817214043,0.295978556292722,3
"87","Human Assessor","Elicit","Response to Context","_Fishing dynamics associated with periodically harv",0.363636363636364,0.203278907045435,0.674199862463242,1.75,0.462910049886276,0.139572631559771,3
"88","Human Assessor","Elicit","Response to Context","_Fishing in the dark-local knowledge night spearfi",0.545454545454545,0.157459164324443,0.522232967867094,1.90909090909091,0.831209414593634,0.250619068219822,3
"89","Human Assessor","Elicit","Response to Context","_Livelihoods and fisheries governance in a contempo",0.727272727272727,0.140835758043906,0.467099366496914,1.75,0.886405260427918,0.267261241912424,4
"90","Human Assessor","Elicit","Response to Context","_Locally managed marine areas Implications for soc",0.363636363636364,0.203278907045435,0.674199862463242,1,0,0,5
"91","Human Assessor","Elicit","Response to Context","_Multiple drivers of local (non-) compliance in com",0.818181818181818,0.121967344227261,0.404519917477945,1.85714285714286,0.899735410842437,0.27128043348733,5
"92","Human Assessor","Elicit","Response to Context","_One size does not fit all Critical insights for e",0.454545454545455,0.157459164324443,0.522232967867094,2.28571428571429,0.755928946018454,0.227921152919276,5
"93","Human Assessor","Elicit","Response to Context","_Small-scale managed marine areas over time Develo",0.363636363636364,0.152120004824377,0.504524979109513,1.5,0.52704627669473,0.158910431540932,4
"94","Human Assessor","Elicit","Response to Context","_Social and economic challenges to community-based",0.545454545454545,0.157459164324443,0.522232967867094,1.9,0.737864787372622,0.222474604157305,4
"95","Human Assessor","Elicit","Response to Context","_Social attitudes towards marine resource managemen",0.272727272727273,0.194978278086611,0.646669790682863,1.44444444444444,0.52704627669473,0.158910431540932,4
"96","Human Assessor","Elicit","Response to Context","_The renaissance of community-based marine resource",0.363636363636364,0.203278907045435,0.674199862463242,1.7,0.483045891539648,0.145643816250884,5
"97","Human Assessor","Elicit","Response to Context","_Tracing innovation pathways behind fisheries co-ma",0.454545454545455,0.207304622745298,0.687551650952329,1.8,0.836660026534076,0.252262489554756,5
"98","Human Assessor","Elicit","Response to Context","__Community-based management of subsistence fisherie",0.363636363636364,0.203278907045435,0.674199862463242,1.33333333333333,0.5,0.150755672288882,3
"99","Human Assessor","Elicit","Response to Context","__Strengthening post-hoc analysis of community-basedp",0.636363636363636,0.203278907045435,0.674199862463242,1.63636363636364,0.674199862463242,0.203278907045435,4
"100","Human Assessor","GPT4x1","AI Response to Human Response","Centralised and community-based fisheries manageme",-0.0909090909090909,0.28459046986361,0.943879807448539,1.33333333333333,0.5,0.150755672288882,3
"101","Human Assessor","GPT4x1","AI Response to Human Response","Community-based fishery management - towards restoration of traditional",-0.454545454545455,0.24729946379519,0.820199532264724,1.14285714285714,0.377964473009227,0.113960576459638,3
"102","Human Assessor","GPT4x1","AI Response to Human Response","Effectiveness of village-based marine reserves on",0.181818181818182,0.263479577203444,0.873862897505303,1.11111111111111,0.333333333333333,0.100503781525921,3
"103","Human Assessor","GPT4x1","AI Response to Human Response","Effects of small Fijian community-based marine pr",-0.636363636363636,0.203278907045435,0.674199862463242,1.66666666666667,0.577350269189626,0.174077655955698,5
"104","Human Assessor","GPT4x1","AI Response to Human Response","Evaluation of the effectiveness of three underwate",-0.181818181818182,0.181818181818182,0.603022689155527,1.33333333333333,0.5,0.150755672288882,5
"105","Human Assessor","GPT4x1","AI Response to Human Response","Indicators of coral reef ecosystem recovery follow",-0.0909090909090909,0.211253637065859,0.700649049745371,1.625,0.744023809142845,0.224331619092529,4
"106","Human Assessor","GPT4x1","AI Response to Human Response","Indigenous Resource Management and Sustainable Dev",0.272727272727273,0.237061905643733,0.786245393106896,1.55555555555556,0.52704627669473,0.158910431540932,4
"107","Human Assessor","GPT4x1","AI Response to Human Response","Indigenous knowledge and long-term ecological chan",-0.545454545454545,0.207304622745298,0.687551650952329,1,0,0,3
"108","Human Assessor","GPT4x1","AI Response to Human Response","Predicting impact to assess the efficacy of commun",0.0909090909090909,0.211253637065859,0.700649049745371,1.5,0.547722557505166,0.165144564768954,4
"109","Human Assessor","GPT4x1","AI Response to Human Response","Sustainable financing of a national Marine Protect",-0.0909090909090909,0.211253637065859,0.700649049745371,1.5,0.707106781186548,0.21320071635561,5
"110","Human Assessor","GPT4x1","AI Response to Human Response","The reimplementation of the Ra'ui Coral reef mana",0,0.190692517849118,0.632455532033676,2.125,0.640869944461656,0.193229558654111,5
"111","Human Assessor","GPT4x1","AI Response to Human Response","_A SocialaEUREcological Systems Approach to Assessin",0.454545454545455,0.24729946379519,0.820199532264724,1.63636363636364,0.674199862463242,0.203278907045435,4
"112","Human Assessor","GPT4x1","AI Response to Human Response","_A network of small community-owned village fish re",0.363636363636364,0.278721994850107,0.924416277737175,2.09090909090909,1.04446593573419,0.314918328648887,3
"113","Human Assessor","GPT4x1","AI Response to Human Response","_Adaptive capacity of marine comanagement a compar",-0.272727272727273,0.272727272727273,0.904534033733291,1.36363636363636,0.674199862463242,0.203278907045435,5
"114","Human Assessor","GPT4x1","AI Response to Human Response","_Community management yields positive impacts for c",0.363636363636364,0.152120004824377,0.504524979109513,1.625,0.744023809142845,0.224331619092529,4
"115","Human Assessor","GPT4x1","AI Response to Human Response","_Community-based management fails to halt declines",-0.0909090909090909,0.211253637065859,0.700649049745371,1.66666666666667,0.5,0.150755672288882,4
"116","Human Assessor","GPT4x1","AI Response to Human Response","_Community-based management of near-shore fisheries",-0.363636363636364,0.152120004824377,0.504524979109513,1.7,0.483045891539648,0.145643816250884,4
"117","Human Assessor","GPT4x1","AI Response to Human Response","_Customary sea tenure in Oceania as a case of right",-0.545454545454545,0.157459164324443,0.522232967867094,2,0.632455532033676,0.190692517849118,3
"118","Human Assessor","GPT4x1","AI Response to Human Response","_Dispersal of grouper larvae drives local resource",0.181818181818182,0.226361810872522,0.750757193529548,1.55555555555556,0.52704627669473,0.158910431540932,4
"119","Human Assessor","GPT4x1","AI Response to Human Response","_Evaluation of coral reef management effectiveness",0.363636363636364,0.243934688454523,0.80903983495589,1.81818181818182,0.981649817214043,0.295978556292722,3
"120","Human Assessor","GPT4x1","AI Response to Human Response","_Fishing dynamics associated with periodically harv",-0.727272727272727,0.140835758043906,0.467099366496914,1.75,0.462910049886276,0.139572631559771,3
"121","Human Assessor","GPT4x1","AI Response to Human Response","_Fishing in the dark-local knowledge night spearfi",-0.636363636363636,0.203278907045435,0.674199862463242,1.90909090909091,0.831209414593634,0.250619068219822,3
"122","Human Assessor","GPT4x1","AI Response to Human Response","_Livelihoods and fisheries governance in a contempo",-0.181818181818182,0.226361810872522,0.750757193529548,1.75,0.886405260427918,0.267261241912424,4
"123","Human Assessor","GPT4x1","AI Response to Human Response","_Locally managed marine areas Implications for soc",-0.0909090909090909,0.250619068219822,0.831209414593634,1,0,0,5
"124","Human Assessor","GPT4x1","AI Response to Human Response","_Multiple drivers of local (non-) compliance in com",-0.363636363636364,0.243934688454523,0.80903983495589,1.85714285714286,0.899735410842437,0.27128043348733,5
"125","Human Assessor","GPT4x1","AI Response to Human Response","_One size does not fit all Critical insights for e",-0.0909090909090909,0.28459046986361,0.943879807448539,2.28571428571429,0.755928946018454,0.227921152919276,5
"126","Human Assessor","GPT4x1","AI Response to Human Response","_Small-scale managed marine areas over time Develo",-1,0,0,1.5,0.52704627669473,0.158910431540932,4
"127","Human Assessor","GPT4x1","AI Response to Human Response","_Social and economic challenges to community-based",-0.181818181818182,0.181818181818182,0.603022689155527,1.9,0.737864787372622,0.222474604157305,4
"128","Human Assessor","GPT4x1","AI Response to Human Response","_Social attitudes towards marine resource managemen",-0.818181818181818,0.121967344227261,0.404519917477945,1.44444444444444,0.52704627669473,0.158910431540932,4
"129","Human Assessor","GPT4x1","AI Response to Human Response","_The renaissance of community-based marine resource",-0.363636363636364,0.243934688454523,0.80903983495589,1.7,0.483045891539648,0.145643816250884,5
"130","Human Assessor","GPT4x1","AI Response to Human Response","_Tracing innovation pathways behind fisheries co-ma",0,0.269679944985297,0.894427190999916,1.8,0.836660026534076,0.252262489554756,5
"131","Human Assessor","GPT4x1","AI Response to Human Response","__Community-based management of subsistence fisherie",-0.0909090909090909,0.250619068219822,0.831209414593634,1.33333333333333,0.5,0.150755672288882,3
"132","Human Assessor","GPT4x1","AI Response to Human Response","__Strengthening post-hoc analysis of community-basedp",0.181818181818182,0.226361810872522,0.750757193529548,1.63636363636364,0.674199862463242,0.203278907045435,4
"133","Human Assessor","GPT4x1","Context to Question","Centralised and community-based fisheries manageme",-0.181818181818182,0.226361810872522,0.750757193529548,1.33333333333333,0.5,0.150755672288882,3
"134","Human Assessor","GPT4x1","Context to Question","Community-based fishery management - towards restoration of traditional",-0.272727272727273,0.237061905643733,0.786245393106896,1.14285714285714,0.377964473009227,0.113960576459638,3
"135","Human Assessor","GPT4x1","Context to Question","Effectiveness of village-based marine reserves on",0.363636363636364,0.243934688454523,0.80903983495589,1.11111111111111,0.333333333333333,0.100503781525921,3
"136","Human Assessor","GPT4x1","Context to Question","Effects of small Fijian community-based marine pr",-0.636363636363636,0.152120004824377,0.504524979109513,1.66666666666667,0.577350269189626,0.174077655955698,5
"137","Human Assessor","GPT4x1","Context to Question","Evaluation of the effectiveness of three underwate",-0.0909090909090909,0.250619068219822,0.831209414593634,1.33333333333333,0.5,0.150755672288882,5
"138","Human Assessor","GPT4x1","Context to Question","Indicators of coral reef ecosystem recovery follow",0.181818181818182,0.226361810872522,0.750757193529548,1.625,0.744023809142845,0.224331619092529,4
"139","Human Assessor","GPT4x1","Context to Question","Indigenous Resource Management and Sustainable Dev",0.545454545454545,0.207304622745298,0.687551650952329,1.55555555555556,0.52704627669473,0.158910431540932,4
"140","Human Assessor","GPT4x1","Context to Question","Indigenous knowledge and long-term ecological chan",-0.545454545454545,0.24729946379519,0.820199532264724,1,0,0,3
"141","Human Assessor","GPT4x1","Context to Question","Predicting impact to assess the efficacy of commun",0.363636363636364,0.243934688454523,0.80903983495589,1.5,0.547722557505166,0.165144564768954,4
"142","Human Assessor","GPT4x1","Context to Question","Sustainable financing of a national Marine Protect",0.272727272727273,0.272727272727273,0.904534033733291,1.5,0.707106781186548,0.21320071635561,5
"143","Human Assessor","GPT4x1","Context to Question","The reimplementation of the Ra'ui Coral reef mana",0.272727272727273,0.194978278086611,0.646669790682863,2.125,0.640869944461656,0.193229558654111,5
"144","Human Assessor","GPT4x1","Context to Question","_A SocialaEUREcological Systems Approach to Assessin",0.363636363636364,0.203278907045435,0.674199862463242,1.63636363636364,0.674199862463242,0.203278907045435,4
"145","Human Assessor","GPT4x1","Context to Question","_A network of small community-owned village fish re",0.454545454545455,0.207304622745298,0.687551650952329,2.09090909090909,1.04446593573419,0.314918328648887,3
"146","Human Assessor","GPT4x1","Context to Question","_Adaptive capacity of marine comanagement a compar",-0.272727272727273,0.272727272727273,0.904534033733291,1.36363636363636,0.674199862463242,0.203278907045435,5
"147","Human Assessor","GPT4x1","Context to Question","_Community management yields positive impacts for c",0.363636363636364,0.243934688454523,0.80903983495589,1.625,0.744023809142845,0.224331619092529,4
"148","Human Assessor","GPT4x1","Context to Question","_Community-based management fails to halt declines",-0.0909090909090909,0.28459046986361,0.943879807448539,1.66666666666667,0.5,0.150755672288882,4
"149","Human Assessor","GPT4x1","Context to Question","_Community-based management of near-shore fisheries",0,0.190692517849118,0.632455532033676,1.7,0.483045891539648,0.145643816250884,4
"150","Human Assessor","GPT4x1","Context to Question","_Customary sea tenure in Oceania as a case of right",-0.818181818181818,0.181818181818182,0.603022689155527,2,0.632455532033676,0.190692517849118,3
"151","Human Assessor","GPT4x1","Context to Question","_Dispersal of grouper larvae drives local resource",0.272727272727273,0.237061905643733,0.786245393106896,1.55555555555556,0.52704627669473,0.158910431540932,4
"152","Human Assessor","GPT4x1","Context to Question","_Evaluation of coral reef management effectiveness",0.0909090909090909,0.250619068219822,0.831209414593634,1.81818181818182,0.981649817214043,0.295978556292722,3
"153","Human Assessor","GPT4x1","Context to Question","_Fishing dynamics associated with periodically harv",-0.636363636363636,0.243934688454523,0.80903983495589,1.75,0.462910049886276,0.139572631559771,3
"154","Human Assessor","GPT4x1","Context to Question","_Fishing in the dark-local knowledge night spearfi",-0.636363636363636,0.243934688454523,0.80903983495589,1.90909090909091,0.831209414593634,0.250619068219822,3
"155","Human Assessor","GPT4x1","Context to Question","_Livelihoods and fisheries governance in a contempo",-0.272727272727273,0.272727272727273,0.904534033733291,1.75,0.886405260427918,0.267261241912424,4
"156","Human Assessor","GPT4x1","Context to Question","_Locally managed marine areas Implications for soc",-0.0909090909090909,0.250619068219822,0.831209414593634,1,0,0,5
